@RELATION HeaderDataClassification

@ATTRIBUTE CellNum		NUMERIC
@ATTRIBUTE AvgCellLen		NUMERIC
@ATTRIBUTE CharNum		NUMERIC
@ATTRIBUTE DigitChRatio		NUMERIC
@ATTRIBUTE AlphaChRatio		NUMERIC
@ATTRIBUTE SymbolChRatio	NUMERIC
@ATTRIBUTE FontSize		NUMERIC
@ATTRIBUTE FontBold		NUMERIC
@ATTRIBUTE FontItalic		NUMERIC
@ATTRIBUTE NumCellRatio		NUMERIC
@ATTRIBUTE CellNumRatio		NUMERIC
@ATTRIBUTE SpanningCell		NUMERIC
@ATTRIBUTE AvgAlign		NUMERIC
@ATTRIBUTE AvgOverlap		NUMERIC
@ATTRIBUTE AvgChNumDiff		NUMERIC
@ATTRIBUTE AvgSimDataType	NUMERIC
@ATTRIBUTE AvgSimFontSize	NUMERIC
@ATTRIBUTE SimFontStyle		NUMERIC
@ATTRIBUTE SimContent		NUMERIC
@ATTRIBUTE class	{HeaderDataClassification-0, HeaderDataClassification-1}

@DATA
11,	110,	1214,	0.03,	0.00,	0.00,	1.10,	0.0,	0.0,	0.90,	0.04,	0.0,	1.0,	0.99,	0.97,	1.0,	1.0,	1.0,	0.36,	HeaderDataClassification-0
12,	106,	1272,	0.03,	0.00,	0.00,	1.09,	0.0,	0.0,	0.83,	0.04,	0.0,	0.91,	0.91,	0.87,	0.91,	0.91,	0.91,	0.41,	HeaderDataClassification-0
11,	120,	1328,	0.03,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.0,	0.0,	1.0,	0.99,	0.96,	1.0,	1.0,	1.0,	0.54,	HeaderDataClassification-0
11,	125,	1382,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.04,	0.0,	1.0,	0.99,	0.97,	1.0,	1.0,	1.0,	0.36,	HeaderDataClassification-0
12,	119,	1438,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.83,	0.04,	0.0,	0.91,	0.91,	0.87,	0.91,	0.91,	0.91,	0.41,	HeaderDataClassification-0
11,	135,	1494,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.0,	0.0,	1.0,	0.99,	0.96,	1.0,	1.0,	1.0,	0.54,	HeaderDataClassification-0
11,	140,	1548,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.04,	0.0,	1.0,	0.99,	0.97,	1.0,	1.0,	1.0,	0.36,	HeaderDataClassification-0
12,	133,	1604,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.83,	0.04,	0.0,	0.91,	0.91,	0.87,	0.91,	0.91,	0.91,	0.41,	HeaderDataClassification-0
11,	150,	1660,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.0,	0.0,	1.0,	0.99,	0.96,	1.0,	1.0,	1.0,	0.54,	HeaderDataClassification-0
11,	155,	1714,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.04,	0.0,	1.0,	0.99,	0.25,	1.0,	1.0,	1.0,	4.0,	HeaderDataClassification-0
12,	144,	1736,	0.00,	0.00,	0.0,	1.09,	0.0,	0.0,	0.83,	0.04,	0.0,	0.91,	0.91,	0.20,	0.91,	0.91,	0.91,	3.75,	HeaderDataClassification-0
11,	162,	1792,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.0,	0.0,	1.0,	0.99,	0.96,	1.0,	1.0,	1.0,	0.54,	HeaderDataClassification-0
11,	167,	1846,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.04,	0.0,	1.0,	0.99,	0.25,	1.0,	1.0,	1.0,	4.0,	HeaderDataClassification-0
12,	155,	1864,	0.00,	0.00,	0.0,	1.09,	0.0,	0.0,	0.83,	0.04,	0.0,	0.91,	0.91,	0.34,	0.91,	0.91,	0.91,	3.08,	HeaderDataClassification-0
11,	173,	1912,	0.01,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.0,	0.0,	1.0,	0.99,	0.82,	1.0,	1.0,	1.0,	1.27,	HeaderDataClassification-0
11,	178,	1966,	0.02,	0.00,	0.00,	1.09,	0.0,	0.0,	0.90,	0.83,	0.0,	3.81,	1.0,	0.03,	0.09,	1.0,	1.0,	140.,	HeaderDataClassification-0
1,	2108,	2108,	4.74,	0.05,	0.01,	2.09,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.11,	1.0,	1.0,	1.0,	128.,	HeaderDataClassification-0
1,	2125,	2125,	0.0,	0.00,	9.41,	3.09,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.11,	1.0,	1.0,	1.0,	128.,	HeaderDataClassification-0
2,	5,	10,	0.0,	1.0,	0.0,	1.0,	0.0,	0.0,	0.0,	0.33,	0.0,	4.0,	1.0,	0.72,	1.0,	1.0,	1.0,	7.0,	HeaderDataClassification-1
4,	10,	42,	0.0,	0.52,	0.23,	1.25,	0.0,	0.0,	0.0,	0.11,	0.0,	4.0,	1.0,	0.38,	0.75,	1.0,	1.0,	8.0,	HeaderDataClassification-1
5,	12,	63,	0.09,	0.22,	0.01,	1.25,	0.0,	0.0,	0.2,	0.0,	0.0,	2.8,	0.92,	0.62,	0.4,	1.0,	1.0,	5.2,	HeaderDataClassification-0
5,	19,	99,	0.18,	0.14,	0.04,	1.25,	0.0,	0.0,	0.8,	0.66,	0.0,	0.2,	0.2,	0.2,	0.2,	0.2,	0.2,	2.4,	HeaderDataClassification-0
1,	115,	115,	0.0,	0.13,	0.00,	2.25,	0.0,	0.0,	0.0,	0.66,	0.0,	4.0,	0.85,	0.8,	1.0,	1.0,	1.0,	15.0,	HeaderDataClassification-0
5,	31,	156,	0.10,	0.12,	0.03,	1.45,	0.0,	0.0,	0.8,	0.0,	0.0,	1.4,	0.99,	0.91,	1.0,	1.0,	1.0,	2.0,	HeaderDataClassification-0
5,	38,	194,	0.07,	0.09,	0.02,	1.29,	0.0,	0.0,	0.8,	0.0,	0.0,	1.2,	1.0,	0.88,	1.0,	1.0,	1.0,	2.2,	HeaderDataClassification-0
5,	45,	225,	0.06,	0.05,	0.02,	1.25,	0.0,	0.0,	0.8,	0.25,	0.0,	1.2,	0.56,	0.5,	0.6,	0.6,	0.6,	3.4,	HeaderDataClassification-0
3,	86,	260,	0.02,	0.09,	0.01,	1.41,	0.0,	0.0,	0.66,	0.0,	0.0,	1.0,	1.0,	0.97,	1.0,	1.0,	1.0,	0.66,	HeaderDataClassification-0
3,	97,	293,	0.02,	0.07,	0.01,	1.47,	0.0,	0.0,	0.66,	0.25,	0.0,	2.66,	0.99,	0.72,	1.0,	1.0,	1.0,	10.6,	HeaderDataClassification-0
5,	71,	358,	0.05,	0.10,	0.02,	1.29,	0.0,	0.0,	0.8,	0.66,	0.0,	0.2,	0.2,	0.07,	0.2,	0.2,	0.2,	7.0,	HeaderDataClassification-0
1,	374,	374,	0.0,	0.04,	0.00,	2.29,	0.0,	0.0,	0.0,	0.66,	0.0,	4.0,	0.86,	0.88,	1.0,	1.0,	1.0,	15.0,	HeaderDataClassification-0
5,	82,	413,	0.04,	0.04,	0.01,	1.45,	0.0,	0.0,	0.8,	0.25,	0.0,	1.2,	0.6,	0.5,	0.6,	0.6,	0.6,	3.0,	HeaderDataClassification-0
3,	144,	433,	0.02,	0.02,	0.00,	1.48,	0.0,	0.0,	0.66,	0.0,	0.0,	1.66,	1.0,	0.76,	1.0,	1.0,	1.0,	2.0,	HeaderDataClassification-0
3,	151,	455,	0.01,	0.02,	0.00,	1.49,	0.0,	0.0,	0.66,	0.25,	0.0,	2.0,	1.0,	0.93,	1.0,	1.0,	1.0,	4.66,	HeaderDataClassification-0
5,	98,	490,	0.03,	0.03,	0.01,	1.29,	0.0,	0.0,	0.8,	0.25,	0.0,	1.2,	0.59,	0.52,	0.6,	0.6,	0.6,	3.0,	HeaderDataClassification-0
3,	169,	509,	0.01,	0.00,	0.00,	1.43,	0.0,	0.0,	0.66,	0.0,	0.0,	1.33,	0.99,	0.91,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
3,	175,	526,	0.01,	0.00,	0.00,	1.47,	0.0,	0.0,	0.66,	0.25,	0.0,	2.33,	0.99,	0.74,	1.0,	1.0,	1.0,	7.33,	HeaderDataClassification-0
5,	113,	566,	0.02,	0.03,	0.01,	1.29,	0.0,	0.0,	0.8,	0.0,	0.0,	1.0,	0.99,	0.87,	1.0,	1.0,	1.0,	3.4,	HeaderDataClassification-0
5,	118,	592,	0.02,	0.01,	0.00,	1.25,	0.0,	0.0,	0.8,	0.25,	0.0,	1.4,	0.55,	0.44,	0.6,	0.6,	0.6,	3.2,	HeaderDataClassification-0
3,	207,	623,	0.00,	0.03,	0.00,	1.41,	0.0,	0.0,	0.66,	0.0,	0.0,	1.33,	1.0,	0.94,	1.0,	1.0,	1.0,	2.33,	HeaderDataClassification-0
3,	218,	655,	0.01,	0.03,	0.00,	1.47,	0.0,	0.0,	0.66,	0.25,	0.0,	2.0,	0.99,	0.95,	1.0,	1.0,	1.0,	7.66,	HeaderDataClassification-0
5,	139,	695,	0.01,	0.03,	0.01,	1.29,	0.0,	0.0,	0.4,	0.0,	0.0,	2.6,	0.98,	0.67,	0.6,	1.0,	1.0,	7.6,	HeaderDataClassification-0
5,	148,	743,	0.02,	0.03,	0.00,	1.25,	0.0,	0.0,	0.8,	0.66,	0.0,	1.8,	0.6,	0.09,	0.2,	0.6,	0.6,	43.8,	HeaderDataClassification-0
1,	822,	822,	0.0,	0.08,	0.01,	2.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.87,	1.0,	1.0,	1.0,	32.0,	HeaderDataClassification-0
1,	891,	891,	0.0,	0.06,	0.01,	3.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.28,	1.0,	1.0,	1.0,	61.0,	HeaderDataClassification-0
1,	911,	911,	0.0,	0.01,	0.00,	4.25,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.28,	1.0,	1.0,	1.0,	61.0,	HeaderDataClassification-0
3,	14,	43,	0.0,	0.93,	0.06,	9.96,	1.0,	1.0,	0.0,	0.14,	0.0,	2.0,	0.99,	0.43,	1.0,	1.0,	0.0,	20.3,	HeaderDataClassification-1
4,	26,	104,	0.00,	0.48,	0.09,	12.4,	0.25,	0.0,	0.0,	0.0,	0.0,	1.75,	1.0,	0.86,	1.0,	1.0,	1.0,	11.7,	HeaderDataClassification-0
4,	43,	174,	0.00,	0.34,	0.05,	13.0,	0.25,	0.0,	0.0,	0.33,	0.0,	0.5,	0.49,	0.44,	0.5,	0.5,	0.5,	13.5,	HeaderDataClassification-0
2,	121,	243,	0.0,	0.24,	0.04,	16.4,	0.5,	0.0,	0.0,	0.33,	0.0,	0.5,	0.49,	0.44,	0.5,	0.5,	0.5,	13.5,	HeaderDataClassification-0
5,	12,	62,	0.0,	0.79,	0.20,	9.96,	1.0,	0.0,	0.0,	0.0,	0.0,	3.4,	1.0,	0.65,	1.0,	1.0,	1.0,	13.0,	HeaderDataClassification-1
5,	23,	119,	0.0,	0.45,	0.02,	11.9,	1.0,	0.0,	0.0,	0.0,	0.0,	3.4,	1.0,	0.56,	1.0,	1.0,	0.2,	12.8,	HeaderDataClassification-0
5,	33,	168,	0.07,	0.11,	0.10,	12.3,	0.2,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.93,	1.0,	1.0,	1.0,	4.4,	HeaderDataClassification-0
5,	45,	225,	0.05,	0.12,	0.08,	12.4,	0.2,	0.0,	0.0,	0.0,	0.0,	2.8,	1.0,	0.95,	1.0,	1.0,	1.0,	4.4,	HeaderDataClassification-0
5,	56,	281,	0.04,	0.09,	0.06,	12.4,	0.2,	0.0,	0.0,	0.0,	0.0,	2.2,	1.0,	0.99,	1.0,	1.0,	1.0,	1.8,	HeaderDataClassification-0
5,	67,	338,	0.03,	0.08,	0.05,	12.4,	0.2,	0.0,	0.0,	0.0,	0.0,	2.2,	0.99,	0.96,	1.0,	1.0,	1.0,	4.8,	HeaderDataClassification-0
5,	79,	396,	0.03,	0.06,	0.05,	12.4,	0.2,	0.0,	0.0,	0.0,	0.0,	2.8,	1.0,	0.86,	1.0,	1.0,	1.0,	5.8,	HeaderDataClassification-0
5,	93,	465,	0.02,	0.06,	0.05,	12.4,	0.2,	0.0,	0.0,	0.0,	0.0,	3.4,	1.0,	0.75,	1.0,	1.0,	1.0,	7.8,	HeaderDataClassification-0
5,	100,	504,	0.02,	0.01,	0.03,	12.4,	0.2,	0.0,	0.0,	0.0,	0.0,	3.4,	1.0,	0.75,	1.0,	1.0,	1.0,	7.8,	HeaderDataClassification-0
4,	7,	29,	0.20,	0.65,	0.13,	9.96,	1.0,	0.0,	0.0,	0.0,	0.0,	2.75,	0.99,	0.65,	0.25,	1.0,	0.0,	6.0,	HeaderDataClassification-1
4,	12,	49,	0.22,	0.16,	0.02,	12.4,	0.0,	0.0,	0.75,	0.0,	0.0,	1.0,	1.0,	0.97,	1.0,	1.0,	1.0,	0.75,	HeaderDataClassification-0
4,	17,	70,	0.15,	0.12,	0.01,	13.0,	0.0,	0.0,	0.75,	0.0,	0.0,	1.5,	1.0,	0.87,	1.0,	1.0,	1.0,	1.5,	HeaderDataClassification-0
4,	23,	92,	0.14,	0.08,	0.01,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.5,	1.0,	0.9,	1.0,	1.0,	1.0,	1.25,	HeaderDataClassification-0
4,	28,	112,	0.09,	0.07,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.75,	HeaderDataClassification-0
4,	33,	132,	0.08,	0.06,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	0.75,	HeaderDataClassification-0
4,	38,	152,	0.07,	0.05,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.0,	1.0,	0.97,	1.0,	1.0,	1.0,	0.75,	HeaderDataClassification-0
4,	43,	173,	0.06,	0.05,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	4.0,	0.76,	0.63,	0.25,	1.0,	0.0,	6.25,	HeaderDataClassification-0
4,	50,	202,	0.02,	0.09,	0.01,	13.2,	1.0,	0.0,	0.0,	0.0,	0.0,	2.75,	1.0,	0.69,	0.25,	1.0,	0.0,	6.25,	HeaderDataClassification-0
4,	55,	220,	0.03,	0.02,	0.01,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.25,	0.99,	0.91,	0.75,	1.0,	1.0,	1.75,	HeaderDataClassification-0
4,	59,	237,	0.02,	0.03,	0.01,	13.2,	0.0,	0.0,	0.5,	0.0,	0.0,	1.0,	0.99,	1.0,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
4,	63,	254,	0.02,	0.03,	0.01,	13.2,	0.0,	0.0,	0.5,	0.0,	0.0,	1.25,	0.99,	0.83,	0.75,	1.0,	1.0,	2.0,	HeaderDataClassification-0
4,	68,	272,	0.03,	0.01,	0.01,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.0,	1.0,	0.88,	1.0,	1.0,	1.0,	2.0,	HeaderDataClassification-0
4,	73,	295,	0.03,	0.03,	0.01,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	2.5,	0.99,	0.93,	1.0,	1.0,	1.0,	2.5,	HeaderDataClassification-0
4,	79,	317,	0.03,	0.02,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.0,	0.99,	0.97,	1.0,	1.0,	1.0,	1.25,	HeaderDataClassification-0
4,	85,	340,	0.02,	0.02,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	2.75,	1.0,	0.76,	0.5,	1.0,	1.0,	3.5,	HeaderDataClassification-0
4,	91,	364,	0.02,	0.02,	0.01,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.0,	1.0,	0.96,	1.0,	1.0,	1.0,	1.75,	HeaderDataClassification-0
4,	97,	390,	0.02,	0.02,	0.01,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.25,	0.99,	0.85,	0.75,	1.0,	1.0,	3.25,	HeaderDataClassification-0
4,	103,	412,	0.01,	0.02,	0.01,	13.2,	0.0,	0.0,	0.0,	0.0,	0.0,	2.75,	0.99,	0.72,	0.25,	1.0,	1.0,	3.25,	HeaderDataClassification-0
4,	108,	432,	0.02,	0.01,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	2.5,	1.0,	0.87,	1.0,	1.0,	1.0,	2.25,	HeaderDataClassification-0
4,	113,	455,	0.02,	0.01,	0.01,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	2.5,	0.99,	0.95,	0.5,	1.0,	1.0,	3.25,	HeaderDataClassification-0
4,	120,	480,	0.02,	0.01,	0.01,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.25,	0.99,	0.85,	0.75,	1.0,	1.0,	2.75,	HeaderDataClassification-0
4,	126,	504,	0.01,	0.02,	0.01,	13.2,	0.0,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.97,	1.0,	1.0,	1.0,	0.75,	HeaderDataClassification-0
4,	131,	527,	0.01,	0.01,	0.01,	13.2,	0.0,	0.0,	0.0,	0.0,	0.0,	1.25,	1.0,	0.87,	0.75,	1.0,	1.0,	1.75,	HeaderDataClassification-0
4,	138,	552,	0.01,	0.01,	0.01,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.25,	1.0,	0.91,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
4,	143,	575,	0.01,	0.00,	0.01,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.25,	1.0,	0.89,	1.0,	1.0,	1.0,	1.75,	HeaderDataClassification-0
4,	150,	601,	0.01,	0.00,	0.01,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	2.75,	0.99,	0.63,	0.75,	1.0,	0.0,	7.5,	HeaderDataClassification-0
4,	157,	630,	0.00,	0.03,	0.00,	13.2,	1.0,	0.0,	0.0,	0.0,	0.0,	2.75,	1.0,	0.60,	0.5,	1.0,	0.0,	6.25,	HeaderDataClassification-0
4,	161,	647,	0.00,	0.01,	0.00,	13.2,	0.0,	0.0,	0.5,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
4,	166,	664,	0.00,	0.01,	0.00,	13.2,	0.0,	0.0,	0.5,	0.0,	0.0,	1.0,	0.99,	1.0,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
4,	170,	681,	0.00,	0.01,	0.00,	13.2,	0.0,	0.0,	0.5,	0.0,	0.0,	2.75,	0.99,	0.78,	0.75,	1.0,	1.0,	3.25,	HeaderDataClassification-0
4,	176,	704,	0.01,	0.01,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	1.75,	0.99,	0.91,	1.0,	1.0,	1.0,	1.5,	HeaderDataClassification-0
4,	181,	727,	0.01,	0.01,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	2.75,	0.99,	0.70,	0.25,	1.0,	1.0,	4.25,	HeaderDataClassification-0
4,	187,	750,	0.00,	0.01,	0.00,	13.2,	0.0,	0.0,	0.0,	0.0,	0.0,	1.25,	0.99,	0.87,	0.75,	1.0,	1.0,	2.5,	HeaderDataClassification-0
4,	194,	776,	0.01,	0.01,	0.00,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.25,	0.99,	0.85,	0.75,	1.0,	1.0,	3.25,	HeaderDataClassification-0
4,	199,	798,	0.00,	0.01,	0.00,	13.2,	0.0,	0.0,	0.0,	0.0,	0.0,	2.75,	0.99,	0.72,	0.25,	1.0,	1.0,	3.25,	HeaderDataClassification-0
4,	204,	818,	0.01,	0.00,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	2.5,	1.0,	0.87,	1.0,	1.0,	1.0,	2.0,	HeaderDataClassification-0
4,	210,	841,	0.01,	0.00,	0.00,	13.2,	0.0,	0.0,	0.75,	0.0,	0.0,	2.5,	0.99,	0.95,	0.5,	1.0,	1.0,	3.25,	HeaderDataClassification-0
4,	216,	866,	0.01,	0.00,	0.00,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.25,	0.99,	0.91,	1.0,	1.0,	1.0,	2.0,	HeaderDataClassification-0
4,	222,	891,	0.01,	0.01,	0.00,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	1.25,	0.99,	0.89,	0.75,	1.0,	1.0,	1.5,	HeaderDataClassification-0
4,	228,	914,	0.00,	0.01,	0.00,	13.2,	0.0,	0.0,	0.0,	0.0,	0.0,	2.0,	1.0,	0.83,	0.75,	1.0,	1.0,	2.0,	HeaderDataClassification-0
4,	235,	940,	0.01,	0.00,	0.00,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	2.0,	0.99,	0.81,	0.75,	1.0,	1.0,	2.0,	HeaderDataClassification-0
4,	241,	964,	0.01,	0.00,	0.00,	13.2,	0.0,	0.0,	0.0,	0.0,	0.0,	2.75,	0.99,	0.74,	0.75,	1.0,	1.0,	2.0,	HeaderDataClassification-0
4,	247,	990,	0.01,	0.00,	0.00,	13.2,	0.0,	0.0,	0.25,	0.0,	0.0,	2.75,	0.99,	0.74,	0.75,	1.0,	1.0,	2.0,	HeaderDataClassification-0
3,	14,	43,	0.0,	0.93,	0.06,	9.96,	1.0,	1.0,	0.0,	0.14,	0.0,	2.0,	0.99,	0.43,	1.0,	1.0,	0.0,	20.3,	HeaderDataClassification-1
4,	26,	104,	0.00,	0.48,	0.09,	12.4,	0.25,	0.0,	0.0,	0.0,	0.0,	1.75,	1.0,	0.86,	1.0,	1.0,	1.0,	11.7,	HeaderDataClassification-0
4,	43,	174,	0.00,	0.34,	0.05,	13.0,	0.25,	0.0,	0.0,	0.33,	0.0,	0.5,	0.49,	0.44,	0.5,	0.5,	0.5,	13.5,	HeaderDataClassification-0
2,	121,	243,	0.0,	0.24,	0.04,	16.4,	0.5,	0.0,	0.0,	0.33,	0.0,	0.5,	0.49,	0.44,	0.5,	0.5,	0.5,	13.5,	HeaderDataClassification-0
2,	10,	20,	0.0,	0.9,	0.1,	9.96,	1.0,	0.0,	0.0,	0.2,	0.0,	4.0,	1.0,	0.7,	1.0,	1.0,	0.0,	10.0,	HeaderDataClassification-1
3,	14,	42,	0.19,	0.19,	0.14,	13.2,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.96,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
3,	21,	65,	0.12,	0.13,	0.09,	14.3,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	0.99,	0.96,	1.0,	1.0,	1.0,	1.33,	HeaderDataClassification-0
3,	29,	87,	0.09,	0.09,	0.06,	14.7,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
3,	36,	109,	0.07,	0.07,	0.05,	14.8,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
3,	43,	131,	0.06,	0.06,	0.04,	14.9,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
3,	51,	153,	0.05,	0.05,	0.03,	14.9,	0.33,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.96,	1.0,	1.0,	1.0,	1.0,	HeaderDataClassification-0
3,	58,	176,	0.04,	0.05,	0.03,	14.9,	0.33,	0.0,	0.0,	0.5,	0.0,	1.33,	0.33,	0.21,	0.33,	0.33,	0.33,	3.33,	HeaderDataClassification-0
1,	187,	187,	0.01,	0.00,	0.03,	24.8,	0.0,	0.0,	0.0,	0.5,	0.0,	1.33,	0.33,	0.21,	0.33,	0.33,	0.33,	3.33,	HeaderDataClassification-0
2,	23,	46,	0.0,	0.91,	0.08,	9.96,	1.0,	0.0,	0.0,	0.6,	1.0,	9.0,	3.0,	0.26,	3.0,	3.0,	0.0,	66.0,	HeaderDataClassification-1
8,	10,	80,	0.0,	0.37,	0.05,	11.2,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.89,	1.0,	1.0,	1.0,	2.0,	HeaderDataClassification-0
8,	15,	120,	0.03,	0.25,	0.05,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.89,	1.0,	1.0,	1.0,	3.0,	HeaderDataClassification-0
8,	19,	158,	0.0,	0.21,	0.02,	11.3,	0.25,	0.0,	0.0,	0.06,	0.0,	1.12,	1.0,	0.83,	1.0,	1.0,	0.87,	3.12,	HeaderDataClassification-0
7,	28,	201,	0.0,	0.18,	0.02,	11.5,	0.28,	0.0,	0.0,	0.06,	0.14,	1.28,	1.14,	0.90,	1.14,	1.14,	1.0,	5.0,	HeaderDataClassification-0
8,	29,	233,	0.0,	0.12,	0.01,	11.4,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.87,	1.0,	1.0,	1.0,	2.87,	HeaderDataClassification-0
8,	34,	273,	0.01,	0.10,	0.02,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.95,	1.0,	1.0,	1.0,	2.25,	HeaderDataClassification-0
8,	38,	309,	0.01,	0.08,	0.01,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.95,	1.0,	1.0,	1.0,	2.12,	HeaderDataClassification-0
8,	43,	348,	0.01,	0.07,	0.02,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.88,	1.0,	1.0,	1.0,	1.62,	HeaderDataClassification-0
8,	48,	384,	0.00,	0.07,	0.01,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.97,	1.0,	1.0,	1.0,	0.75,	HeaderDataClassification-0
8,	52,	418,	0.00,	0.06,	0.00,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.75,	1.0,	1.0,	1.0,	3.0,	HeaderDataClassification-0
8,	58,	464,	0.03,	0.04,	0.02,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.72,	1.0,	1.0,	1.0,	3.0,	HeaderDataClassification-0
8,	62,	496,	0.00,	0.04,	0.01,	11.3,	0.25,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.69,	1.0,	1.0,	0.25,	3.12,	HeaderDataClassification-0
8,	68,	547,	0.03,	0.02,	0.03,	11.3,	1.0,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0,	0.69,	1.0,	1.0,	0.25,	3.12,	HeaderDataClassification-0
3,	14,	43,	0.0,	0.93,	0.06,	9.96,	1.0,	1.0,	0.0,	0.14,	0.0,	2.0,	0.99,	0.43,	1.0,	1.0,	0.0,	20.3,	HeaderDataClassification-1
4,	26,	104,	0.00,	0.48,	0.09,	12.4,	0.25,	0.0,	0.0,	0.0,	0.0,	1.75,	1.0,	0.86,	1.0,	1.0,	1.0,	11.7,	HeaderDataClassification-0
4,	43,	174,	0.00,	0.34,	0.05,	13.0,	0.25,	0.0,	0.0,	0.33,	0.0,	0.5,	0.49,	0.44,	0.5,	0.5,	0.5,	13.5,	HeaderDataClassification-0
2,	121,	243,	0.0,	0.24,	0.04,	16.4,	0.5,	0.0,	0.0,	0.33,	0.0,	0.5,	0.49,	0.44,	0.5,	0.5,	0.5,	13.5,	HeaderDataClassification-0
